Company,City,County,State,yr built,cases_jul_17,date_first_case,_deaths,date_first_death,num_employees,num_tests,any_closure,flag?,close_date,reopen_date,meat_type,estnumber,line_speed_waiver,Sources,Notes,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link
unknown,unknown,unknown,Georgia,,"1 of 14 plants affected in state w/ 509 total cases, per CDC",5/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Georgia,,"1 of 14 plants affected in state w/ 509 total cases, per CDC",5/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Georgia,,"1 of 14 plants affected in state w/ 509 total cases, per CDC",5/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Georgia,,"1 of 14 plants affected in state w/ 509 total cases, per CDC",5/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Illinois,,"1 of 26 plants affected in state w/ 1,029 total cases, per CDC",7/6/2020,"10 total in state, per CDC",7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Kansas,,"1 of 12 meatpacking clusters; total of 3,205 positive cases in state, per Wichita Eagle",6/15/2020,17 total deaths,7/13/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Kansas Department of Health and Environment Covid-19 cluster report,state reported obtained by Heather Schlitz of Midwest Center,https://www.documentcloud.org/documents/6946542-KansasClusterReport.html,https://www.kansas.com/news/coronavirus/article244190362.html,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Kansas,,"1 of 12 meatpacking clusters; total of 3,205 positive cases in state, per Wichita Eagle",7/13/2020,17 total deaths,7/13/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Wichita Eagle,,https://www.kansas.com/news/coronavirus/article244190362.html,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Kentucky,,"1 of 7 affected facilities with 559 total positive cases in state, per CDC",7/6/2020,4 total in state,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Maryland,,"NOT COUNTED IN TOTAL, SEE NOTE (262)",4/29/2020,NOT COUNTED; 5,4/29/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,"Delmarva Now, Salisbury Daily Times, Baltimore Sun, Centers for Disease Control and Prevention","This includes all poultry workers in Maryland, many of whom work at plants in the Delmarva Peninsula, which includes parts of Maryland and Delware. Until I figure out the specific plants affected, I'll only count the number of workers affected in Delaware that the CDC has reported. — Baltimore Sun reports 5 deaths at 2 plants: 3 at Amick Farms in Dorchester County, and 2 at a Perdue plant; also 150 infections at Amick farms, 58 at Perdue.",https://www.google.com/url?rct=j&sa=t&url=https://www.delmarvanow.com/story/news/local/maryland/2020/05/07/salisbury-man-dies-coronavirus-perdue-chicken-farms-md-covid-19-meat-packing-plant-poultry-worker/3077736001/&ct=ga&cd=CAEYCSoTMzY2ODg5ODQyMDc3NDQ5MDU4MzIaOGQwMzRhNWM1MGQzMTk4NDpjb206ZW46VVM&usg=AFQjCNG8dBJibWCFB3ka5UitiXULujrSag,https://www.delmarvanow.com/story/news/local/maryland/2020/04/29/perdue-tysons-chicken-plants-larry-hogan-gives-coronavirus-mountaire-allen-harim-nursing-homes-tests/3048920001/,https://www.baltimoresun.com/coronavirus/bs-md-chicken-plant-cases-20200611-ck65omlurrd63anpoqiibitblm-story.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Massachusetts,,"1 of 33 plants affected in state w/ 263 total cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,"Type of facilities listed as ""poultry, other""",https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
